Ссылка на фото,Ссылка,Название,Описание,Цена,Артикул,Категория,Подкатегория 1,Подкатегория 2,Подкатегория 3 
https://www.kuchenland.ru/upload/iblock/134/4c8261f6_a491_11ea_bc80_98f2b3f54c76_1ea2c1b3_a211_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/stolovaya/bar-i-aksessuary/shtopory-i-otkryvalki/shtopory/shtopor-rychazhnyy-17-sm-metall-plastik-chernyy-bar/,"Штопор рычажный, 17 см, металл/пластик, черный, Bar","Штопор рычажный. 

Размер: 17 см. 
Материал: хромированный цинковый сплав, АБС-пластик, нержавеющая сталь. 

Предназначен для откупоривания бутылок. 

Рекомендуется мыть вручную. Нельзя мыть в посудомоечной машине. Использовать только по назначению! Хранить в недоступном для детей месте.",990 Р,УТ000076631,Столовая,Бар и аксессуары,Штопоры и открывалки,Штопоры
https://www.kuchenland.ru/upload/iblock/f4e/8c430fd8_6246_11eb_a034_9cdc71c2cdfd_53719351_bef1_11eb_a038_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/stolovaya/bar-i-aksessuary/shtopory-i-otkryvalki/otkryvalki/otkryvalka-dlya-butylok-6-sm-silikon-stal-seraya-sova-soft-kitchen/,"Открывалка для бутылок, 6 см, силикон/сталь, серая, Сова, Soft kitchen","Открывалка для бутылок. Размер: 4,5х6,5 см. Материал: силикон, нержавеющая сталь. Рекомендации по уходу: рекомендуется мыть вручную с применением мягких моющих средств. Не использовать абразивы и жёсткие губки. Можно мыть в посудомоечной машине.",169 Р,Т1-00003724,Столовая,Бар и аксессуары,Штопоры и открывалки,Открывалки
https://www.kuchenland.ru/upload/iblock/e62/d4935cff_1f55_11eb_a02c_9cdc71c2cdfd_cbe485d3_a22a_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/stolovaya/bar-i-aksessuary/shtopory-i-otkryvalki/otkryvalki/otkryvalka-16-sm-dlya-butylok-stal-spiro/,"Открывалка, 16 см, для бутылок, сталь, Spiro","Открывалка для бутылок. Размер: 16 см. Материал: нержавеющая сталь. Рекомендации по уходу: мыть вручную, используя мягкие моющие средства. Можно мыть в посудомоечной машине. Использовать только по назначению! Хранить в недоступном для детей месте.",249 Р,Т1-00001078,Столовая,Бар и аксессуары,Штопоры и открывалки,Открывалки
https://www.kuchenland.ru/upload/iblock/2d9/24eb6c0e_621e_11ea_8b8d_04d9f5aeb5e6_5c2be120_2513_11ec_a03a_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/stolovaya/bar-i-aksessuary/shtopory-i-otkryvalki/otkryvalki/otkryvalka-dlya-butylok-17-sm-tsink-derevo-olen-winter-deer/,"Открывалка для бутылок, 17 см, цинк/дерево, Олень, Winter Deer","""Открывалка для бутылок. Размер: 17 см. Материал: сплав цинка, дерево. Рекомендации по уходу: мыть вручную, используя мягкие моющие средства. Нельзя мыть в посудомоечной машине. Использовать только по назначению! Хранить в недоступном для детей месте.",990 Р,УТ000074027,Столовая,Бар и аксессуары,Штопоры и открывалки,Открывалки
https://www.kuchenland.ru/upload/iblock/f2e/f5a6c2cd_9868_11eb_a035_9cdc71c2cdfd_c4610dca_1a12_11ec_a03a_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/stolovaya/bar-i-aksessuary/shtopory-i-otkryvalki/vinnye-nabory/nabor-somele-4-pr-v-korobke-dlya-khraneniya-butylki-stal-derevo-present/,"Набор сомелье, 4 пр, в коробке для хранения бутылки, сталь/дерево, Present","Набор сомелье, в коробке для хранения бутылки. 

Комплектация и размеры: 
нож официанта, 11 см - 1 штука.
дозатор для винной бутылки, 8 см - 1 штука. 
пробка для винной бутылки, 9 см - 1 штука.
каплеулавливатель, 4 см - 1 штука.
коробка - 36x11x12 см.

Материал: цинковый сплав, нержавеющая сталь, силикон, дерево. 

Рекомендации по уходу: рекомендуется мыть вручную. Нельзя мыть в посудомоечной машине.",1 990 Р,Т1-00006814,Столовая,Бар и аксессуары,Штопоры и открывалки,Винные наборы
https://www.kuchenland.ru/upload/iblock/cec/01336d8d_d554_11e9_b519_98f2b3f54c76_187d2c2d_a211_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/stolovaya/bar-i-aksessuary/shtopory-i-otkryvalki/shtopory/shtopor-rychazhnyy-19-5-sm-metall-plastik-start/,"Штопор рычажный, 19,5 см, металл/пластик, Start","Штопор. 

Размер: 7x4x19,5 см. 
Материал: никелированный цинковый сплав, АБС-пластик. 

Предназначен для откупоривания винных бутылок. 

Рекомендуется мыть вручную. Нельзя мыть в посудомоечной машине. Использовать только по назначению! Хранить в недоступном для детей месте.",1 190 Р,УТ000069957,Столовая,Бар и аксессуары,Штопоры и открывалки,Штопоры
https://www.kuchenland.ru/upload/iblock/86a/4f7cb5be_3896_11e8_80c5_98f2b3f54c77_6f5ca8f2_a237_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/stolovaya/bar-i-aksessuary/shtopory-i-otkryvalki/vinnye-nabory/nabor-vinnyy-6-pr-s-vakuumatorom-serebristyy/,"Набор винный, 6 пр, с вакууматором, серебристый","Набор винный, 6 предметов. 

Материал: сталь, пластик. 
Комплектация: 
штопор-вакууматор автоматический.
зарядная база-подставка.
пробка для вакуумации - 2 штуки.
резак для фольги.
аэратор.

Заряжается от сети 220 В. 
Предназначен для бытового использования. Только сухая чистка, не погружать в воду. Инструкция по эксплуатации внутри упаковки. 

Инструкция пользователя",7 990 Р,УТ000049226,Столовая,Бар и аксессуары,Штопоры и открывалки,Винные наборы
https://www.kuchenland.ru/upload/iblock/f6a/c90bc37e_7c4b_11e3_a4eb_984be101274e_ae4874d4_a22d_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/stolovaya/bar-i-aksessuary/shtopory-i-otkryvalki/vinnye-nabory/nabor-vinnyy-6-pr-s-sensornym-termometrom-chernyy/,"Набор винный, 6 пр, с сенсорным термометром, черный","Набор винный, 6 предметов. 

Материал: сталь, пластик. 
Комплектация: 
автоматический штопор с сенсорным термометром и индикатором заряда батареи.
зарядная база.
резак для фольги.
вакуумная пробка для вина.
пробка для шампанского.
термометр кольцевой для бутылки. 

Заряжается от сети 220 В. 
Предназначен для бытового использования. Только сухая чистка, не погружать в воду. Инструкция по эксплуатации внутри упаковки.",8 990 Р,УТ000025871,Столовая,Бар и аксессуары,Штопоры и открывалки,Винные наборы
https://www.kuchenland.ru/upload/iblock/32e/d8fb62d8_7644_11e9_80d7_98f2b3f54c77_bfd4f682_a22a_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/stolovaya/bar-i-aksessuary/shtopory-i-otkryvalki/shtopory/shtopor-elektricheskiy-21-sm-plastik-krasnyy-bar/,"Штопор электрический, 21 см, пластик, красный, Bar","Штопор электрический. 

Размер: 21х5 см. 
Материал: пластик. 
В комплекте - резак для фольги, сетевой адаптер. 

Штопор работает от никелево-металлогидридных аккумуляторов, заряжается от сети. 
Рекомендуется протирать мягкой, влажной тканью. Предназначен для домашнего использования. Инструкция пользователя внутри упаковки.",2 690 Р,УТ000067297,Столовая,Бар и аксессуары,Штопоры и открывалки,Штопоры
https://www.kuchenland.ru/upload/iblock/fe7/30abaa89_10da_11ea_9d05_98f2b3f54c76_a8502b58_a22d_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/stolovaya/bar-i-aksessuary/shtopory-i-otkryvalki/shtopory/shtopor-elektricheskiy-21-sm-plastik-bezhevyy-savor/,"Штопор электрический, 21 см, пластик, бежевый, Savor","Штопор электрический. 

Размер: 4,6x4,6x21 см. 
Материал: АБС-пластик, резина. 
Комплектация: штопор электрический, резак для фольги, USB-кабель, адаптер. Автоматический штопор предназначен для быстрого и безопасного откупоривания винных бутылок. 

Работает от литий-ионных аккумуляторов. Полный заряд батареи достигается за 2,5 часа.
Рекомендуется удалять загрязнения мягкой, влажной тканью. Не опускайте прибор в жидкость и не мойте его в посудомоечной машине. Предназначен только для бытового использования.",3 690 Р,УТ000071657,Столовая,Бар и аксессуары,Штопоры и открывалки,Штопоры
https://www.kuchenland.ru/upload/iblock/ad5/d999ec28_1f62_11eb_a02c_9cdc71c2cdfd_1d27ea57_2fde_11ec_a03b_eeb30c7a4302.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-29-sm-steklo-perlamutr-pearl/,"Ваза для цветов, 29 см, стекло, перламутр, Pearl",Ваза для цветов. Размер: 29 см. Материал: стекло. Рекомендуется мыть вручную с применением мягких моющих средств. Беречь от механических повреждений.,2 990 Р,Т1-00001109,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/c07/e115fd1c_6ba5_11eb_a034_9cdc71c2cdfd_46b2da2e_e559_11eb_a039_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-20-sm-steklo-flask/,"Ваза для цветов, 20 см, стекло, Flask",Ваза для цветов. Размер: 20 см. Материал: стекло. Рекомендуется мыть вручную с применением мягких средств. Не рекомендуется использовать для ухода абразивные чистящие средства и жёсткие губки.,990 Р,Т1-00004330,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/fcf/fedeb6e3_6ba5_11eb_a034_9cdc71c2cdfd_4d330c95_e559_11eb_a039_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-30-sm-steklo-flask/,"Ваза для цветов, 30 см, стекло, Flask",Ваза для цветов. Размер: 30 см. Материал: стекло. Рекомендуется мыть вручную с применением мягких средств. Не рекомендуется использовать для ухода абразивные чистящие средства и жёсткие губки.,1 490 Р,Т1-00004331,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/f2c/55c1fc6d_6f21_11ea_8b8d_04d9f5aeb5e6_c7df7cc4_a229_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-23-sm-keramika-perlamutr-stalactite/,"Ваза для цветов, 23 см, керамика, перламутр, Stalactite",Ваза для цветов. Материал: доломитовая керамика. Размер: 23 см. Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные моющие средства.,990 Р,УТ000075163,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/f2e/52f13314_cb52_11ea_9612_98f2b3f54c76_f0006735_a236_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-24-sm-steklo-tulip/,"Ваза для цветов, 24 см, стекло, Tulip",Ваза для цветов. Размер: 24 см. Материал: стекло. Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные чистящие средства и жёсткие губки. Беречь от механических повреждений.,1 690 Р,УТ000077525,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/503/e7585ca3_cfc4_11e9_b519_98f2b3f54c76_b21e7cdd_a206_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-29-sm-dekorativnaya-keramika-chernaya-face/,"Ваза для цветов, 29 см, декоративная, керамика, черная, Face","Ваза для цветов. 

Размер: 21х18х29 см. 
Материал: керамика. 

Рекомендуется мыть вручную с применением мягких моющих средств. Беречь от механических повреждений.",2 690 Р,УТ000069758,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/049/1e481493_8b0c_11eb_a034_9cdc71c2cdfd_1595af2e_5da1_11ec_a03c_9440c9a6d57d.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-27-sm-na-nozhke-steklo-litsa-face/,"Ваза для цветов, 27 см, на ножке, стекло, Лица, Face","Ваза для цветов, на ножке. Размер: 27 см. Материал: стекло. Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные чистящие средства и жёсткие губки. Беречь от механических повреждений.",2 290 Р,Т1-00005667,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/777/b4bc419a_c3bb_11eb_a038_9cdc71c2cdfd_3ddf9aab_e88b_11eb_a039_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-20-sm-steklo-belaya-litsa-face/,"Ваза для цветов, 20 см, стекло, белая, Лица, Face",Ваза для цветов. Размер: 18х20 см. Материал: стекло. Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные чистящие средства и жесткие губки. Беречь от механических повреждений.,1 990 Р,Т1-00009984,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/fff/8feff294_c364_11eb_a038_9cdc71c2cdfd_b5a554cc_72e1_11ec_a03c_9440c9a6d57d.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-30-sm-keramika-zolotistaya-antiq/,"Ваза для цветов, 30 см, керамика, золотистая, Antiq",Ваза для цветов. Размер: 30х14 см. Материал: керамика. Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные моющие средства и жесткие губки. Беречь от механических повреждений,2 490 Р,Т1-00009962,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/286/9123ae09_b9ef_11eb_a036_9cdc71c2cdfd_ca924bf1_38cf_11ec_a03c_9440c9a6d57d.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-30-sm-steklo-mramornaya-maniera/,"Ваза для цветов, 30 см, стекло, мраморная, Maniera",Ваза для цветов. Размер: 30 см. Материал: стекло. Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные чистящие средства и жёсткие губки.,1 990 Р,Т1-00009213,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/5df/fe58d838_6b85_11eb_a034_9cdc71c2cdfd_e79dc927_1c52_11ec_a03a_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-29-5-sm-steklo-belaya-matovaya-frosen/,"Ваза для цветов, 29,5 см, стекло, белая матовая,  Frosen","Ваза для цветов. Размер: 29,5 см. Материал: стекло. Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные чистящие средства и жёсткие губки.",2 990 Р,Т1-00004285,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/cc8/8193690f_653d_11eb_a034_9cdc71c2cdfd_d2a2f620_f054_11eb_a039_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-28-sm-steklo-perlamutr-apricity-winter-light/,"Ваза для цветов, 28 см, стекло, перламутр, Apricity, Winter light","Ваза для цветов. 

Размер: 28 см. 
Материал: стекло. 

Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные чистящие средства и жесткие губки. Беречь от механических повреждений.",1 790 Р,Т1-00003817,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/431/caf73a78_6b85_11eb_a034_9cdc71c2cdfd_14cb21de_eba9_11eb_a039_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-26-sm-steklo-sero-yantarnaya-grigio/,"Ваза для цветов, 26 см, стекло, серо-янтарная, Grigio","Ваза для цветов. 

Размер: 26 см. 
Материал: стекло. 

Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные чистящие средства и жесткие губки. Беречь от механических повреждений.",3 290 Р,Т1-00004284,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/1f4/a55ff8bd_5213_11ea_a9f1_98f2b3f54c76_473fce4d_a22d_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-24-sm-steklo-siniy-gradient-ice/,"Ваза для цветов, 24 см, стекло, синий градиент, Ice","Ваза для цветов. 

Размер: 24 см. 
Материал: стекло. 

Рекомендуется мыть вручную с применением мягких моющих средств.
Не использовать для ухода абразивные чистящие средства и жесткие губки. Беречь от механических повреждений.",1 690 Р,УТ000073552,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/4c9/bd8f30b3_23ff_11eb_a02c_9cdc71c2cdfd_ccad2652_30b4_11ec_a03b_eeb30c7a4302.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-25-sm-steklo-seraya-krakelyur-ice/,"Ваза для цветов, 25 см, стекло, серая, Кракелюр, Ice",Ваза для цветов. Размер: 25 см. Материал: стекло. Рекомендуется мыть вручную с применением мягких моющих средств. Беречь от механических повреждений,1 990 Р,Т1-00001195,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/8da/9f63bd42_6ba5_11eb_a034_9cdc71c2cdfd_09f58fe4_1c40_11ec_a03a_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-32-sm-steklo-yantarnaya-elche/,"Ваза для цветов, 32 см, стекло, янтарная, Elche","Ваза для цветов. 

Размер: 32 см. 
Материал: стекло. 

Рекомендуется мыть вручную с применением мягких моющих средств. Не применять для ухода абразивные чистящие средства во избежание возникновения царапин.",2 290 Р,Т1-00004328,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/4f2/aaa72496_1f62_11eb_a02c_9cdc71c2cdfd_08a5098b_a74a_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-25-sm-steklo-zolotistaya-tesoro/,"Ваза для цветов, 25 см, стекло, золотистая, Tesoro","Ваза для цветов. 

Размер: 25 см. 
Материал: стекло. 

Рекомендуется мыть вручную с применением мягких моющих средств. Беречь от механических повреждений.",1 990 Р,Т1-00001108,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/a09/07039226_6ba5_11eb_a034_9cdc71c2cdfd_48089b51_ebcc_11eb_a039_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-26-sm-steklo-yantarnaya-sevilla/,"Ваза для цветов, 26 см, стекло, янтарная, Sevilla","Ваза для цветов. 

Размер: 26 см. 
Материал: стекло. 

Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные чистящие средства и жесткие губки. Беречь от механических повреждений.",1 690 Р,Т1-00004326,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/3ae/e7585ca7_cfc4_11e9_b519_98f2b3f54c76_b21e7ce0_a206_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-26-sm-dekorativnaya-keramika-belaya-litso-face/,"Ваза для цветов, 26 см, декоративная, керамика, белая, Лицо, Face",Ваза для цветов. Размер: 26 см. Материал: керамика. Рекомендуется мыть вручную с применением мягких моющих средств. Беречь от механических повреждений.,1 990 Р,УТ000069762,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/500/7f123d53_9cec_11eb_a036_9cdc71c2cdfd_0d6337fd_e9a7_11eb_a039_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/vazy-dlya-tsvetov/vaza-dlya-tsvetov-25-sm-dekorativnaya-steklo-chernaya-face/,"Ваза для цветов, 25 см, декоративная, стекло, черная, Face","Ваза для цветов. 

Размер: 23х25 см. 
Материал: стекло. 

Рекомендуется мыть вручную с применением мягких моющих средств. Беречь от механических повреждений.",1 690 Р,Т1-00007463,Гостиная и спальня,Декор,Вазы и цветы,Вазы для цветов
https://www.kuchenland.ru/upload/iblock/f9a/33db0ec3_d7ad_11ea_b38f_98f2b3f54c76_33a1bb33_a206_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/vazy-i-tsvety/aksessuary-dlya-poliva/kuvshin-dlya-poliva-tsvetov-1-1-l-keramika-belyy-litso/,"Кувшин для полива цветов, 1,1 л, керамика, белый, Лицо","Кувшин для полива цветов. 

Объем: 1,1 л. 
Размер: 21 см. 
Материал: доломитовая керамика. 

Рекомендуется мыть вручную с применением мягких моющих средств. Не использовать для ухода абразивные моющие средства и жесткие губки. Беречь от механических повреждений.",1 490 Р,РЦ-00077349,Гостиная и спальня,Декор,Вазы и цветы,Аксессуары для полива
https://www.kuchenland.ru/upload/iblock/27c/33b301a5_4679_11ea_9b34_98f2b3f54c76_2817aabb_a233_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/svechi-i-podsvechniki/aromaticheskie-svechi/cvecha-aromaticheskaya-9-sm-v-podsvechnike-zheltaya-olive-flower-bijou/,"Cвеча ароматическая, 9 см, в подсвечнике, желтая, Olive Flower, Bijou","Свеча ароматическая, в стеклянном подсвечнике. 

 Аромат
верхние ноты - яблоко, груша, зеленые листья.
средние - клубника, вишня, слива.
базовые ноты - амбра, сосна.

 Размер: 8х9 см. 
 Материал: соевый воск, парафин, стекло, металл.

Хранить в недоступном для детей месте. Не зажигать вблизи легковоспламеняющихся предметов.",990 Р,УТ000073209,Гостиная и спальня,Декор,Свечи и подсвечники,Ароматические свечи
https://www.kuchenland.ru/upload/iblock/84c/d04b1e11_7b22_11eb_a034_9cdc71c2cdfd_e106c0f2_d81b_11eb_a038_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/svechi-i-podsvechniki/aromaticheskie-svechi/svecha-aromaticheskaya-9-sm-v-podsvechnike-bordovaya-sweet-orange-cedar-bijou/,"Свеча ароматическая, 9 см, в подсвечнике, бордовая, Sweet Orange Cedar, Bijou","Свеча ароматическая в стеклянном подсвечнике. 

Размер: 8х9 см. 
Материал: соевый воск, парафин, стекло, металл. 

Хранить в недоступном для детей месте. Не зажигать вблизи легковоспламеняющихся предметов.",990 Р,Т1-00005032,Гостиная и спальня,Декор,Свечи и подсвечники,Ароматические свечи
https://www.kuchenland.ru/upload/iblock/b0d/03fb041f_fe37_11ea_8822_98f2b3f54c76_cdf3df41_a207_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/svechi-i-podsvechniki/aromaticheskie-svechi/svecha-aromaticheskaya-9-sm-v-podsvechnike-steklo-sirenevaya-iris-and-orange-blossom-dale/,"Свеча ароматическая, 9 см, в подсвечнике, стекло, сиреневая, Iris and Orange Blossom, Dale","Свеча ароматическая в подсвечнике с крышкой. 

 Аромат: 
верхние ноты - черная смородина, груша
средние - ирис, жасмин, цветок апельсина
базовые ноты - пачули, бобы тонка, ваниль, нота пралине.

 Размер: 8х9 см. 
Материал: парафин, стекло, металл.",990 Р,Т1-00000231,Гостиная и спальня,Декор,Свечи и подсвечники,Ароматические свечи
https://www.kuchenland.ru/upload/iblock/484/ebca1806_6f74_11ea_8b8d_04d9f5aeb5e6_7b02f849_a22b_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/svechi-i-podsvechniki/aromaticheskie-svechi/svecha-aromaticheskaya-9-sm-v-podsvechnike-s-podsvetkoy-steklo-mimosa-cardamon-air-candle/,"Свеча ароматическая, 9 см, в подсвечнике с подсветкой, стекло, Mimosa & Cardamon, Air candle","Свеча ароматическая, в подсвечнике с подсветкой. Аромат: верхние ноты - специи, анис; средние - корица, имбирь, ландыш; базовые - сандал, мускус и ваниль. Размер: 9х9 см. Материал: пальмовый воск, стекло, светодиоды. Работает от 2 батареек типа CR2032 (не поставляются в комплекте). Хранить в недоступном для детей месте. Не зажигать вблизи легковоспламеняющихся предметов",1 590 Р,УТ000075350,Гостиная и спальня,Декор,Свечи и подсвечники,Ароматические свечи
https://www.kuchenland.ru/upload/iblock/3d4/d4251aa0_33bc_11eb_a02e_9cdc71c2cdfd_0d525a61_c459_11eb_a038_9cdc71c2cdfd.jpg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/svechi-i-podsvechniki/podsvechniki/podsvechnik-16-sm-na-nozhke-steklo-perlamutrovyy-selene/,"Подсвечник, 16 см, на ножке, стекло, перламутровый, Selene","Подсвечник для одной свечи. 

Размер: 9х9х16 см. 
Материал: стекло. 

Протирать мягкой влажной тканью.",990 Р,Т1-00001806,Гостиная и спальня,Декор,Свечи и подсвечники,Подсвечники
https://www.kuchenland.ru/upload/iblock/c71/eddc601e_1dd3_11e7_a9de_984be101274e_e5fff6e6_a207_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/svechi-i-podsvechniki/podsvechniki/kolpachok-dlya-tusheniya-svechey-10-sm-fantastic/,"Колпачок для тушения свечей, 10 см, Fantastic","Колпачок для тушения свечей. 

Размер: 10 см. 
Материал: сталь.

Рекомендации по уходу: протирать мягкой влажной тканью.",499 Р,УТ000042834,Гостиная и спальня,Декор,Свечи и подсвечники,Подсвечники
https://www.kuchenland.ru/upload/iblock/b6d/ba4ce8cb_cfc9_11ea_9612_98f2b3f54c76_70da1df6_a208_11eb_a036_9cdc71c2cdfd.jpeg,https://www.kuchenland.ru/catalog/gostinaya-i-spalnya/dekor/svechi-i-podsvechniki/podsvechniki/podsvechnik-10kh27-sm-3-svechi-steklo-metall-sfericheskie-krugi-fantastic/,"Подсвечник, 10х27 см, 3 свечи, стекло/металл, Сферические круги, Fantastic","Подсвечник декоративный. Размер: 10x27 см. Материал: стекло, металл. Рекомендации по уходу: протирать мягкой влажной тканью.",2 490 Р,УТ000077734,Гостиная и спальня,Декор,Свечи и подсвечники,Подсвечники
